行政区划代码,注册年份,区县名称,所属城市,所属省份,一级行业,二级行业,三级行业,注册企业数,Unnamed: 9
130628.0,2015.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,12.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,纺织业,毛纺织及染整精加工,1.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,纺织业,非家用纺织制成品制造,1.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,10.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,71.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,通用设备制造业,其他通用设备制造业,1.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,9.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,2.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,金属制品业,结构性金属制品制造,3.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,金属制品业,金属丝绳及其制品制造,1.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,石膏、水泥制品及类似制品制造,6.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,10.0,
130628.0,2015.0,高阳县,保定市,河北省,制造业,食品制造业,焙烤食品制造,6.0,
130628.0,2015.0,高阳县,保定市,河北省,卫生和社会工作,卫生,门诊部（所）,1.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,其他未列明服务业,2.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,清洁服务,5.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,保健服务,12.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,婚姻服务,1.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,家庭服务,3.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗染服务,1.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗浴服务,3.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,39.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,家用电器修理,6.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,汽车、摩托车修理与维护,11.0,
130628.0,2015.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,计算机和办公设备维修,1.0,
130628.0,2015.0,高阳县,保定市,河北省,建筑业,土木工程建筑业,架线和管道工程建筑,1.0,
130628.0,2015.0,高阳县,保定市,河北省,建筑业,土木工程建筑业,铁路、道路、隧道和桥梁工程建筑,1.0,
130628.0,2015.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,建筑装饰业,14.0,
130628.0,2015.0,高阳县,保定市,河北省,建筑业,房屋建筑业,房屋建筑业,4.0,
130628.0,2015.0,高阳县,保定市,河北省,房地产业,房地产业,其他房地产业,1.0,
130628.0,2015.0,高阳县,保定市,河北省,房地产业,房地产业,房地产中介服务,2.0,
130628.0,2015.0,高阳县,保定市,河北省,房地产业,房地产业,房地产开发经营,7.0,
130628.0,2015.0,高阳县,保定市,河北省,房地产业,房地产业,物业管理,2.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,其他批发业,1.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,10.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,医药及医疗器材批发,1.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,文化、体育用品及器材批发,1.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,43.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,38.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,765.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,贸易经纪与代理,1.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,35.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,39.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,34.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,家用电器及电子产品专门零售,56.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,文化、体育用品及器材专门零售,5.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,50.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,479.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,综合零售,140.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,货摊、无店铺及其他零售业,283.0,
130628.0,2015.0,高阳县,保定市,河北省,批发和零售业,零售业,食品、饮料及烟草制品专门零售,121.0,
130628.0,2015.0,高阳县,保定市,河北省,教育,教育,技能培训、教育辅助及其他教育,3.0,
130628.0,2015.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,休闲健身活动,2.0,
130628.0,2015.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,体育组织,1.0,
130628.0,2015.0,高阳县,保定市,河北省,文化、体育和娱乐业,娱乐业,室内娱乐活动,1.0,
130628.0,2015.0,高阳县,保定市,河北省,文化、体育和娱乐业,文化艺术业,其他文化艺术业,1.0,
130628.0,2015.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,公共设施管理业,绿化管理,2.0,
130628.0,2015.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,其他专业技术服务业,2.0,
130628.0,2015.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,质检技术服务,1.0,
130628.0,2015.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,农业科学研究和试验发展,1.0,
130628.0,2015.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,5.0,
130628.0,2015.0,高阳县,保定市,河北省,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,3.0,
130628.0,2015.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,人力资源服务,1.0,
130628.0,2015.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,企业管理服务,17.0,
130628.0,2015.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,其他商务服务业,1.0,
130628.0,2015.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,咨询与调查,20.0,
130628.0,2015.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,广告业,11.0,
130628.0,2015.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,旅行社及相关服务,6.0,
130628.0,2015.0,高阳县,保定市,河北省,租赁和商务服务业,租赁业,机械设备租赁,3.0,
130628.0,2015.0,高阳县,保定市,河北省,采矿业,非金属矿采选业,土砂石开采,1.0,
130628.0,2015.0,高阳县,保定市,河北省,采矿业,非金属矿采选业,石棉及其他非金属矿采选,1.0,
130628.0,2015.0,高阳县,保定市,河北省,金融业,保险业,保险经纪与代理服务,2.0,
130628.0,2015.0,高阳县,保定市,河北省,金融业,货币金融服务,货币银行服务,3.0,
130628.0,2015.0,高阳县,保定市,河北省,金融业,资本市场服务,资本投资服务,4.0,
130628.0,2016.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,运输代理业,2.0,
130628.0,2016.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,38.0,
130628.0,2016.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,9.0,
130628.0,2016.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,其他餐饮业,121.0,
130628.0,2016.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,快餐服务,101.0,
130628.0,2016.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,602.0,
130628.0,2016.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,饮料及冷饮服务,7.0,
130628.0,2016.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,1.0,
130628.0,2016.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,电信,1.0,
130628.0,2016.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,1.0,
130628.0,2016.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,其他信息技术服务业,1.0,
130628.0,2016.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,10.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,农、林、牧、渔服务业,农业服务业,8.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,其他农业,1.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,棉、麻、糖、烟草种植,1.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,水果种植,1.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,蔬菜、食用菌及园艺作物种植,6.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,谷物种植,169.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,豆类、油料和薯类种植,4.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,林业,林木育种和育苗,5.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,家禽饲养,1.0,
130628.0,2016.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,牲畜饲养,52.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,专用设备制造业,农、林、牧、渔专用机械制造,7.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,专用设备制造业,医疗仪器设备及器械制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,专用设备制造业,环保、社会公共服务及其他专用设备制造,4.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,其他制造业,其他未列明制造业,14.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,农副食品加工业,其他农副食品加工,3.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,农副食品加工业,屠宰及肉类加工,5.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,农副食品加工业,植物油加工,5.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,农副食品加工业,谷物磨制,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,农副食品加工业,饲料加工,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,化学原料和化学制品制造业,日用化学产品制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,印刷和记录媒介复制业,印刷,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,工艺美术品制造,2.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,木材加工,3.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,69.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,8.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,家用电力器具制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,照明器具制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,电线、电缆、光缆及电工器材制造,5.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,输配电及控制设备制造,3.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,石油加工、炼焦和核燃料加工业,精炼石油产品制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,471.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,24.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,纺织业,毛纺织及染整精加工,3.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,15.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,203.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,通用设备制造业,轴承、齿轮和传动部件制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,17.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,通用设备制造业,金属加工机械制造,2.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,6.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,造纸,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,金属制品业,结构性金属制品制造,10.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,金属制品业,金属制日用品制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,金属制品业,金属工具制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,铁路、船舶、航空航天和其他运输设备制造业,摩托车制造,1.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,石膏、水泥制品及类似制品制造,4.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,15.0,
130628.0,2016.0,高阳县,保定市,河北省,制造业,食品制造业,方便食品制造,7.0,
